PID,ArrivalTime,InstructionCount
235,300,4
236,300,5
237,300,5
238,301,9
239,303,10
240,304,7
241,305,8
242,307,8
243,309,10
244,312,14
245,312,7
246,312,15
247,312,13
248,313,6
249,313,8
250,315,14
251,315,14
252,316,9
253,318,11
254,319,6
255,321,7
256,321,9
257,322,10
258,322,6
259,323,15
260,323,13
261,324,11
262,325,12
263,327,8
264,328,14
265,328,13
266,329,8
267,330,15
268,330,7
269,332,11
270,333,12
271,336,9
272,337,13
273,338,8
274,339,9
275,339,9
276,340,10
277,341,14
278,342,7
279,345,8
280,349,6
281,351,6
282,353,9
283,354,11
284,355,13
285,356,12
286,356,14
287,358,11
288,363,12
289,363,9
290,364,13
291,365,6
292,365,10
293,366,14
294,367,9
295,368,10
296,371,13
297,374,9
298,374,13
299,375,12
300,375,14
301,378,15
302,378,15
303,378,6
304,380,6
305,380,9
306,382,10
307,383,8
308,383,8
309,384,12
310,385,7
311,386,7
312,386,11
313,387,10
314,389,7
315,390,9
316,390,15
317,391,14
318,391,15
319,392,11
320,394,8
321,396,9
322,396,7
323,397,10
324,397,9
325,398,7
326,398,12
327,398,7
328,400,8
329,402,10
330,402,12
331,403,8
332,403,13
333,404,12
334,406,15
335,407,7
336,407,10
337,408,7
338,408,9
339,410,11
340,411,8
341,411,9
342,412,13
343,415,6
344,415,8
345,416,8
346,424,13
347,424,6
348,424,7
349,425,13
350,426,15
351,427,7
352,427,11
353,428,9
354,429,8
355,430,8
356,430,12
357,430,9
358,436,8
359,436,14
360,438,14
361,438,9
362,439,10
363,439,6
364,441,10
365,442,7
366,443,7
367,444,13
368,447,7
369,449,7
370,451,6
371,452,15
372,453,12
373,454,7
374,456,12
375,456,10
376,458,15
377,458,6
378,464,7
379,465,9
380,465,13
381,465,10
382,466,6
383,467,14
384,470,11
385,471,6
386,472,13
387,472,10
388,474,13
389,475,15
390,476,6
391,476,14
392,476,10
393,477,6
394,477,8
395,480,6
396,481,11
397,481,10
398,483,9
399,483,10
400,485,13
401,485,12
402,485,15
403,485,10
404,486,14
405,486,6
406,486,10
407,486,12
408,486,15
409,487,13
410,488,11
411,489,11
412,491,11
413,491,13
414,491,15
415,493,9
416,495,13
417,498,9
418,499,6
419,499,12
420,500,9
421,501,6
422,502,12
423,503,11
424,506,14
425,507,14
426,508,14
427,510,14
428,512,14
429,514,6
430,515,8
431,516,10
432,517,12
433,520,9
434,520,8
435,520,12
436,520,14
437,522,12
438,523,8
439,523,15
440,524,9
441,526,8
442,526,14
443,528,10
444,531,8
445,536,12
446,540,13
447,541,13
448,541,8
449,542,10
450,542,12
451,542,13
452,544,13
453,545,6
454,546,12
455,547,9
456,549,9
457,550,10
458,553,9
459,553,14
460,553,9
461,555,14
462,556,14
463,557,7
464,558,15
465,560,7
466,561,6
467,561,8
468,562,7
469,562,11
470,563,8
471,563,10
472,564,13
473,565,6
474,572,13
475,575,9
476,576,15
477,577,6
478,577,6
479,579,8
480,579,7
481,580,12
482,582,13
483,583,11
484,586,9
485,586,8
486,587,13
487,587,11
488,590,7
489,591,11
490,592,8
491,593,15
492,597,11
493,599,13
494,599,8
495,600,13
496,601,9
497,601,15
498,603,10
499,605,12
500,605,12
501,606,11
502,607,13
503,611,8
504,612,6
505,612,6
506,612,9
507,616,14
508,617,11
509,617,8
510,617,13
511,618,11
512,620,8
513,620,39
514,621,38
515,625,17
516,626,37
517,626,26
518,626,20
519,631,30
520,636,19
521,636,16
522,640,21
523,641,28
524,641,17
525,641,24
526,642,31
527,644,28
528,644,38
529,644,26
530,644,31
531,647,16
532,647,27
533,647,34
534,647,24
535,648,17
536,649,25
537,649,37
538,649,16
539,651,19
540,656,38
541,656,30
542,657,27
543,657,24
544,660,30
545,662,35
546,663,23
547,664,16
548,664,26
549,665,21
550,667,30
551,669,28
552,669,35
553,677,25
554,678,19
555,680,33
556,681,19
557,682,16
558,682,22
559,682,23
560,683,28
561,686,38
562,686,39
563,687,27
564,690,32
565,691,18
566,692,35
567,693,18
568,694,21
569,697,24
570,698,39
571,700,39
572,701,40
573,701,17
574,702,39
575,704,29
576,704,27
577,705,24
578,707,29
579,710,29
580,711,18
581,715,37
582,715,21
583,716,32
584,716,16
585,716,37
586,721,38
587,722,26
588,723,28
589,725,38
590,726,16
591,729,26
592,730,34
593,732,23
594,733,33
595,734,19
596,734,21
597,735,33
598,736,40
599,736,38
600,743,19
601,744,32
602,745,33
603,746,37
604,748,29
605,749,16
606,750,31
607,751,25
608,751,23
609,752,31
610,755,32
611,755,27
612,756,27
613,758,18
614,759,29
615,761,23
616,763,16
617,763,27
618,766,26
619,767,29
620,767,33
621,769,18
622,770,32
623,771,25
624,772,39
625,772,32
626,773,21
627,773,33
628,773,24
629,775,31
630,778,36
631,778,32
632,778,29
633,780,34
634,781,20
635,781,31
636,781,33
637,782,33
638,790,30
639,790,40
640,793,23
641,793,17
642,793,36
643,795,20
644,797,33
645,798,34
646,800,21
647,805,18
648,806,24
649,808,28
650,811,29
651,813,21
652,815,29
653,816,26
654,818,25
655,821,27
656,821,20
657,821,19
658,822,32
659,823,29
660,825,26
661,826,38
662,826,28
663,829,25
664,830,39
665,830,23
666,831,32
667,833,28
668,842,27
669,842,25
670,844,24
671,846,38
672,846,33
673,846,22
674,848,19
675,849,36
676,850,17
677,850,39
678,852,28
679,853,36
680,853,21
681,854,25
682,858,19
683,858,31
684,859,17
685,859,21
686,859,35
687,861,35
688,863,31
689,863,23
690,863,19
691,868,18
692,868,36
693,869,20
694,870,32
695,871,28
696,871,33
697,871,34
698,871,24
699,873,20
700,875,28
701,875,39
702,879,18
703,882,26
704,883,20
705,883,17
706,883,40
707,884,25
708,886,36
709,886,28
710,887,33
711,888,22
712,894,30
713,895,40
714,896,23
715,898,32
716,898,40
717,899,31
718,899,40
719,900,5
720,900,4
721,900,3
722,900,2
723,900,5
724,900,2
725,900,5
726,900,2
727,900,5
728,900,3
729,900,5
730,900,2
731,904,19
732,905,29
733,907,21
734,909,37
735,910,20
736,912,23
737,914,23
738,920,37
739,920,37
740,922,23
741,923,23
742,923,24
743,924,34
744,925,17
745,927,38
746,927,16
747,930,37
748,930,28
749,931,38
750,932,40
751,933,18
752,933,40
753,934,31
754,935,20
755,937,21
756,937,29
757,938,39
758,939,32
759,940,27
760,940,39
761,940,33
762,940,24
763,942,20
764,943,31
765,943,18
766,948,21
767,949,27
768,949,17
769,949,19
770,949,21
771,950,24
772,951,38
773,952,29
774,952,23
775,955,66
776,959,67
777,961,92
778,963,97
779,963,51
780,968,63
781,969,65
782,969,43
783,971,91
784,972,65
785,972,83
786,972,73
787,975,56
788,975,51
789,976,58
790,976,80
791,976,80
792,980,97
793,982,61
794,984,78
795,985,68
796,986,98
797,986,96
798,986,66
799,987,86
800,989,68
801,991,52
802,992,81
803,993,58
804,995,89
805,998,85
806,1001,94
807,1002,77
808,1004,98
809,1006,89
810,1007,44
811,1008,83
812,1008,97
813,1010,77
814,1010,85
815,1011,54
816,1012,72
817,1013,66
818,1013,75
819,1015,55
820,1016,64
821,1016,94
822,1017,87
823,1017,98
824,1018,48
825,1018,82
826,1018,57
827,1019,68
828,1020,97
829,1023,74
830,1023,54
831,1023,78
832,1024,41
833,1027,90
834,1032,74
835,1033,66
836,1033,56
837,1034,63
838,1035,67
839,1036,74
840,1037,75
841,1038,96
842,1039,83
843,1039,67
844,1039,88
845,1040,52
846,1040,99
847,1041,46
848,1042,91
849,1044,90
850,1044,64
851,1044,45
852,1045,46
853,1045,98
854,1046,76
855,1047,95
856,1048,96
857,1050,57
858,1050,77
859,1052,66
860,1053,67
861,1053,43
862,1053,83
863,1055,72
864,1057,45
865,1058,92
866,1058,54
867,1059,78
868,1061,77
869,1062,80
870,1064,64
871,1065,80
872,1065,72
873,1065,62
874,1066,74
875,1067,74
876,1068,70
877,1070,89
878,1071,81
879,1071,66
880,1071,52
881,1072,99
882,1073,95
883,1073,65
884,1074,94
885,1076,46
886,1077,73
887,1080,45
888,1082,99
889,1086,51
890,1086,100
891,1091,51
892,1092,74
893,1094,82
894,1094,75
895,1096,42
896,1099,81
897,1100,66
898,1102,57
899,1102,41
900,1103,42
901,1103,49
902,1105,52
903,1105,98
904,1105,64
905,1109,77
906,1111,55
907,1115,63
908,1116,95
909,1118,60
910,1118,59
911,1119,89
912,1120,98
913,1120,96
914,1122,95
915,1127,84
916,1127,65
917,1127,88
918,1127,49
919,1129,47
920,1130,52
921,1130,48
922,1130,69
923,1131,55
924,1135,198
925,1135,61
926,1135,151
927,1136,109
928,1137,107
929,1138,184
930,1141,184
931,1141,198
932,1141,110
933,1142,157
934,1142,196
935,1142,191
936,1145,158
937,1145,151
938,1152,166
939,1152,134
940,1153,189
941,1155,127
942,1155,200
943,1156,123
944,1157,127
945,1158,140
946,1159,110
947,1161,162
948,1161,133
949,1161,166
950,1165,136
951,1169,134
952,1170,158
953,1171,147
954,1171,133
955,1171,180
956,1171,181
957,1173,117
958,1174,137
959,1178,104
960,1178,124
961,1178,141
962,1178,116
963,1178,128
964,1180,115
965,1184,162
966,1184,149
967,1184,167
968,1185,167
969,1186,188
970,1186,118
971,1186,119
972,1190,160
973,1191,172
974,1191,166
975,1800,5
976,1800,3
977,1800,2
978,1800,4
979,1800,1
980,1800,2
981,2400,4
982,2400,2
983,2400,1
984,2400,3
985,2400,3
986,2400,5
987,2400,1
988,2400,2
989,2400,5
990,2400,1
991,2400,5
992,2400,2
993,2400,4
994,2400,5
995,2400,3
996,2980,2
997,2985,5
998,2990,1
999,2995,1
