PID,ArrivalTime,InstructionCount
212,283,10
213,284,12
214,287,15
215,291,11
216,295,6
217,295,15
218,296,14
219,296,13
220,298,6
221,298,9
222,299,11
223,300,5
224,300,4
225,300,5
226,300,5
227,300,3
228,300,2
229,300,4
230,300,5
231,301,11
232,302,15
233,304,7
234,307,14
235,307,12
236,307,10
237,308,9
238,310,14
239,311,14
240,311,9
241,318,10
242,319,10
243,319,8
244,322,7
245,323,9
246,324,15
247,326,8
248,327,10
249,327,13
250,327,6
251,331,9
252,331,10
253,332,15
254,332,6
255,335,14
256,344,15
257,348,13
258,348,14
259,350,9
260,352,6
261,353,9
262,354,12
263,359,6
264,359,13
265,359,14
266,360,15
267,360,9
268,362,9
269,363,12
270,363,12
271,365,10
272,366,12
273,367,15
274,368,10
275,368,14
276,370,15
277,370,15
278,371,14
279,371,8
280,373,6
281,375,10
282,376,6
283,377,15
284,380,14
285,381,13
286,382,10
287,384,6
288,385,13
289,388,13
290,389,14
291,392,12
292,392,13
293,394,9
294,397,12
295,398,15
296,400,9
297,402,15
298,404,14
299,405,8
300,408,15
301,409,11
302,410,13
303,411,11
304,411,8
305,412,11
306,412,8
307,413,6
308,414,8
309,415,12
310,415,13
311,418,7
312,420,12
313,421,12
314,423,15
315,428,8
316,431,14
317,432,11
318,432,13
319,432,12
320,432,10
321,432,10
322,433,14
323,435,8
324,436,8
325,437,11
326,438,14
327,438,12
328,438,6
329,439,8
330,440,9
331,441,8
332,442,14
333,443,7
334,444,6
335,444,15
336,447,10
337,449,14
338,449,10
339,450,7
340,450,10
341,450,12
342,451,7
343,453,8
344,453,6
345,456,14
346,456,6
347,457,8
348,457,6
349,457,10
350,457,15
351,457,14
352,459,8
353,459,10
354,459,7
355,459,7
356,461,7
357,464,7
358,465,10
359,467,10
360,469,8
361,470,12
362,470,15
363,471,7
364,471,14
365,471,14
366,471,7
367,474,13
368,474,6
369,474,6
370,476,10
371,476,8
372,476,14
373,476,6
374,479,12
375,479,15
376,480,10
377,482,14
378,483,11
379,484,6
380,485,15
381,487,7
382,491,15
383,492,6
384,493,11
385,494,8
386,494,13
387,495,7
388,496,14
389,497,6
390,497,14
391,498,11
392,500,15
393,500,8
394,501,9
395,505,14
396,505,10
397,505,15
398,506,15
399,507,12
400,507,7
401,507,9
402,512,12
403,512,8
404,512,11
405,512,8
406,513,8
407,514,13
408,518,12
409,520,13
410,521,15
411,522,7
412,523,8
413,526,11
414,527,7
415,528,12
416,532,13
417,532,14
418,533,14
419,534,8
420,536,6
421,539,6
422,539,6
423,540,8
424,544,11
425,545,10
426,546,6
427,546,13
428,550,9
429,553,15
430,555,9
431,558,9
432,559,13
433,559,7
434,560,7
435,561,10
436,562,6
437,566,9
438,566,13
439,567,6
440,569,14
441,571,15
442,571,13
443,573,11
444,576,14
445,577,12
446,579,11
447,580,11
448,581,12
449,582,7
450,583,13
451,584,8
452,586,8
453,590,10
454,591,15
455,592,7
456,595,9
457,596,9
458,599,9
459,599,6
460,601,15
461,602,8
462,603,14
463,605,9
464,606,9
465,607,14
466,608,7
467,608,14
468,612,15
469,615,9
470,616,9
471,616,6
472,618,6
473,619,10
474,619,6
475,620,7
476,620,14
477,622,14
478,625,6
479,625,11
480,627,15
481,627,14
482,627,13
483,630,11
484,632,13
485,639,8
486,639,9
487,639,10
488,640,12
489,641,8
490,641,8
491,641,6
492,643,14
493,643,12
494,646,6
495,648,7
496,650,11
497,652,15
498,654,14
499,654,13
500,655,13
501,656,13
502,656,8
503,657,10
504,660,15
505,660,15
506,660,12
507,661,10
508,661,15
509,662,12
510,663,7
511,664,12
512,664,9
513,667,32
514,672,25
515,672,31
516,675,30
517,675,27
518,677,19
519,679,32
520,681,18
521,681,21
522,681,40
523,681,34
524,684,18
525,685,21
526,685,18
527,686,29
528,687,20
529,689,17
530,691,32
531,692,29
532,692,16
533,694,34
534,695,39
535,697,19
536,697,23
537,699,21
538,701,36
539,704,22
540,709,18
541,709,16
542,711,25
543,711,29
544,712,24
545,712,28
546,712,28
547,712,20
548,716,31
549,717,24
550,719,31
551,724,36
552,726,37
553,726,28
554,728,24
555,730,19
556,732,35
557,733,22
558,736,16
559,736,17
560,736,26
561,737,38
562,738,20
563,739,29
564,740,26
565,740,16
566,741,35
567,741,30
568,741,38
569,744,30
570,750,29
571,750,24
572,751,38
573,753,35
574,755,27
575,755,16
576,755,20
577,755,19
578,756,33
579,756,38
580,757,27
581,758,17
582,759,25
583,759,30
584,761,36
585,761,16
586,763,31
587,764,16
588,765,16
589,769,23
590,769,37
591,769,40
592,774,38
593,776,38
594,777,30
595,777,19
596,778,19
597,779,27
598,781,24
599,781,23
600,783,18
601,784,25
602,784,37
603,785,16
604,785,24
605,788,24
606,792,33
607,792,36
608,792,30
609,792,35
610,794,35
611,795,32
612,796,37
613,797,36
614,797,22
615,798,19
616,799,36
617,801,17
618,802,18
619,802,26
620,805,24
621,805,18
622,807,19
623,808,40
624,809,30
625,810,36
626,811,21
627,811,33
628,811,26
629,813,38
630,817,24
631,819,30
632,820,23
633,821,16
634,822,23
635,825,21
636,826,21
637,826,26
638,827,20
639,831,20
640,835,40
641,835,38
642,838,31
643,838,23
644,839,22
645,841,17
646,844,18
647,845,28
648,846,33
649,847,26
650,851,16
651,851,29
652,851,32
653,852,16
654,853,22
655,854,25
656,855,26
657,855,23
658,856,27
659,856,19
660,857,26
661,858,26
662,859,20
663,862,29
664,865,24
665,865,32
666,866,28
667,867,25
668,867,22
669,868,35
670,870,39
671,872,34
672,873,35
673,875,31
674,876,19
675,876,38
676,878,23
677,882,16
678,883,30
679,885,35
680,886,29
681,886,25
682,886,20
683,887,38
684,887,27
685,893,27
686,894,24
687,895,18
688,895,38
689,896,20
690,896,21
691,896,40
692,898,19
693,900,4
694,900,1
695,900,3
696,900,5
697,900,4
698,900,3
699,900,5
700,900,1
701,900,22
702,900,2
703,900,1
704,900,3
705,900,2
706,902,21
707,903,20
708,903,21
709,903,21
710,907,24
711,908,26
712,910,38
713,910,17
714,911,36
715,911,40
716,914,39
717,914,20
718,917,20
719,917,29
720,918,32
721,918,19
722,919,18
723,920,27
724,923,26
725,926,30
726,926,35
727,930,25
728,933,22
729,936,20
730,937,30
731,940,39
732,941,17
733,943,23
734,947,28
735,947,34
736,949,25
737,949,21
738,950,27
739,952,28
740,952,28
741,952,36
742,952,32
743,953,26
744,954,19
745,955,35
746,958,40
747,961,18
748,961,36
749,967,40
750,968,27
751,968,35
752,974,25
753,975,25
754,976,33
755,977,34
756,978,31
757,979,33
758,987,22
759,988,23
760,989,26
761,991,22
762,993,25
763,995,25
764,995,21
765,996,31
766,997,22
767,997,22
768,998,23
769,999,31
770,1001,21
771,1002,40
772,1004,18
773,1005,26
774,1006,66
775,1006,27
776,1007,62
777,1008,80
778,1009,64
779,1009,81
780,1009,84
781,1009,42
782,1010,82
783,1011,76
784,1012,64
785,1013,43
786,1015,82
787,1016,99
788,1017,92
789,1018,98
790,1020,61
791,1020,60
792,1021,84
793,1021,95
794,1022,60
795,1024,86
796,1026,83
797,1028,92
798,1029,88
799,1030,83
800,1034,84
801,1034,91
802,1034,61
803,1035,92
804,1035,67
805,1039,98
806,1040,88
807,1040,85
808,1042,69
809,1043,48
810,1043,96
811,1045,92
812,1045,68
813,1050,50
814,1050,87
815,1050,45
816,1050,95
817,1052,53
818,1059,66
819,1061,70
820,1061,94
821,1061,64
822,1061,92
823,1062,44
824,1070,68
825,1071,74
826,1073,87
827,1075,83
828,1077,85
829,1081,89
830,1082,81
831,1084,59
832,1085,48
833,1086,66
834,1088,92
835,1090,51
836,1090,66
837,1090,62
838,1091,71
839,1091,49
840,1092,88
841,1092,81
842,1095,61
843,1096,83
844,1097,59
845,1100,56
846,1101,51
847,1103,87
848,1105,99
849,1106,84
850,1107,74
851,1108,47
852,1109,86
853,1110,46
854,1111,41
855,1112,80
856,1113,73
857,1114,81
858,1114,86
859,1115,67
860,1115,80
861,1116,48
862,1117,55
863,1118,61
864,1119,92
865,1120,86
866,1122,56
867,1122,41
868,1123,99
869,1124,58
870,1127,58
871,1127,90
872,1128,67
873,1130,44
874,1130,44
875,1133,80
876,1135,79
877,1135,59
878,1141,71
879,1141,73
880,1143,87
881,1143,86
882,1147,60
883,1147,69
884,1148,74
885,1148,95
886,1149,99
887,1150,42
888,1150,70
889,1150,83
890,1150,43
891,1151,68
892,1153,95
893,1154,92
894,1155,76
895,1155,49
896,1158,47
897,1158,42
898,1159,62
899,1161,77
900,1161,67
901,1167,70
902,1167,88
903,1172,62
904,1174,41
905,1175,71
906,1176,46
907,1176,99
908,1178,92
909,1178,93
910,1182,87
911,1185,55
912,1186,44
913,1187,99
914,1187,44
915,1188,56
916,1189,67
917,1190,66
918,1191,57
919,1191,70
920,1194,98
921,1196,44
922,1198,63
923,1199,87
924,1199,41
925,1200,110
926,1201,104
927,1202,181
928,1203,158
929,1205,111
930,1205,158
931,1208,158
932,1210,196
933,1214,134
934,1214,107
935,1215,193
936,1216,122
937,1217,195
938,1217,129
939,1217,118
940,1218,166
941,1219,138
942,1220,127
943,1220,128
944,1221,142
945,1221,180
946,1223,197
947,1223,199
948,1224,189
949,1225,168
950,1227,183
951,1228,131
952,1229,106
953,1230,145
954,1230,167
955,1230,164
956,1230,182
957,1230,168
958,1231,175
959,1232,149
960,1233,188
961,1234,170
962,1235,117
963,1236,184
964,1237,156
965,1237,120
966,1244,146
967,1244,173
968,1247,141
969,1247,130
970,1248,191
971,1248,157
972,1248,129
973,1249,165
974,1253,164
975,1800,1
976,1800,4
977,1800,4
978,1800,4
979,1800,1
980,1800,2
981,2400,5
982,2400,5
983,2400,2
984,2400,1
985,2400,5
986,2400,1
987,2400,2
988,2400,5
989,2400,1
990,2400,5
991,2400,3
992,2400,1
993,2400,3
994,2400,4
995,2400,2
996,2980,4
997,2985,4
998,2990,2
999,2995,2
