PID,ArrivalTime,InstructionCount
191,268,3
192,269,3
193,270,1
194,272,4
195,273,2
196,274,3
197,274,3
198,275,1
199,278,1
200,279,3
201,279,4
202,280,4
203,281,3
204,283,9
205,283,4
206,284,8
207,285,12
208,285,15
209,286,15
210,286,8
211,286,6
212,290,14
213,295,9
214,297,11
215,299,12
216,300,1
217,300,3
218,300,2
219,300,5
220,300,1
221,300,1
222,300,4
223,300,2
224,301,11
225,301,7
226,302,7
227,302,11
228,303,9
229,304,8
230,304,9
231,305,10
232,306,12
233,308,6
234,309,12
235,311,13
236,314,6
237,315,13
238,315,9
239,316,13
240,316,12
241,317,15
242,317,14
243,318,6
244,320,15
245,323,13
246,323,9
247,324,15
248,324,13
249,326,8
250,327,8
251,328,11
252,331,9
253,331,15
254,333,8
255,334,10
256,335,15
257,336,13
258,337,12
259,337,7
260,341,15
261,345,15
262,345,15
263,345,12
264,346,15
265,346,11
266,346,15
267,347,11
268,352,14
269,353,14
270,355,6
271,358,11
272,358,15
273,359,6
274,359,8
275,361,7
276,361,7
277,363,11
278,363,9
279,365,8
280,366,7
281,369,12
282,370,7
283,371,8
284,373,11
285,375,12
286,375,7
287,375,6
288,377,12
289,379,11
290,382,13
291,383,14
292,386,13
293,387,15
294,387,8
295,389,10
296,390,14
297,390,10
298,391,15
299,393,6
300,393,15
301,397,8
302,398,8
303,399,9
304,399,6
305,403,15
306,405,15
307,405,15
308,406,12
309,407,14
310,408,11
311,408,10
312,409,10
313,410,14
314,412,6
315,414,14
316,414,8
317,415,7
318,415,13
319,416,14
320,417,9
321,418,6
322,419,13
323,420,9
324,421,6
325,423,9
326,426,10
327,426,10
328,426,12
329,426,6
330,428,14
331,429,7
332,430,8
333,430,9
334,432,8
335,433,6
336,433,15
337,434,8
338,434,15
339,437,8
340,439,12
341,442,9
342,442,10
343,443,13
344,445,9
345,447,12
346,448,8
347,448,8
348,449,15
349,449,8
350,449,8
351,454,14
352,459,9
353,461,11
354,461,6
355,465,11
356,465,6
357,467,13
358,468,7
359,468,14
360,468,9
361,468,12
362,472,7
363,475,7
364,482,12
365,483,7
366,483,12
367,483,13
368,487,15
369,487,9
370,487,6
371,487,11
372,488,15
373,488,13
374,490,11
375,491,7
376,493,6
377,496,13
378,497,9
379,497,7
380,497,12
381,499,15
382,501,15
383,502,15
384,504,10
385,505,15
386,506,13
387,506,8
388,507,15
389,507,7
390,508,10
391,510,7
392,512,6
393,513,10
394,513,12
395,514,13
396,516,8
397,517,8
398,517,9
399,517,10
400,518,7
401,518,11
402,518,13
403,518,12
404,520,12
405,521,13
406,521,12
407,522,11
408,522,11
409,526,14
410,527,15
411,529,8
412,530,14
413,532,13
414,535,15
415,535,10
416,536,7
417,538,11
418,538,6
419,539,12
420,541,7
421,542,9
422,543,15
423,547,9
424,548,14
425,549,7
426,549,12
427,549,13
428,549,8
429,552,14
430,552,10
431,554,13
432,556,11
433,557,6
434,557,8
435,558,12
436,559,8
437,560,7
438,561,10
439,562,11
440,566,13
441,569,15
442,571,7
443,572,6
444,573,15
445,573,14
446,574,15
447,576,13
448,578,14
449,579,9
450,580,13
451,583,9
452,583,14
453,584,6
454,585,12
455,585,15
456,588,12
457,588,10
458,588,15
459,588,7
460,589,12
461,589,13
462,589,12
463,591,13
464,592,10
465,594,14
466,597,11
467,599,11
468,599,15
469,601,13
470,602,8
471,603,13
472,605,12
473,605,9
474,605,11
475,606,7
476,607,14
477,610,13
478,611,11
479,611,11
480,615,15
481,617,8
482,617,9
483,618,8
484,618,9
485,619,13
486,621,7
487,622,8
488,623,11
489,624,9
490,625,13
491,626,15
492,628,10
493,629,14
494,630,8
495,636,13
496,636,7
497,636,13
498,637,7
499,637,13
500,638,7
501,640,14
502,644,14
503,648,12
504,649,15
505,650,14
506,650,10
507,650,9
508,650,10
509,651,15
510,657,15
511,657,6
512,658,21
513,658,10
514,659,24
515,659,38
516,660,27
517,661,17
518,661,19
519,661,27
520,662,20
521,662,20
522,663,40
523,663,18
524,665,33
525,665,35
526,666,19
527,667,21
528,667,20
529,669,20
530,669,40
531,670,39
532,674,35
533,675,21
534,676,30
535,677,32
536,677,16
537,679,25
538,681,21
539,682,34
540,682,28
541,682,28
542,687,39
543,688,19
544,690,32
545,690,23
546,692,37
547,692,23
548,695,35
549,695,17
550,698,27
551,698,36
552,702,16
553,703,30
554,704,18
555,705,16
556,705,21
557,708,27
558,709,38
559,709,22
560,711,35
561,712,22
562,712,32
563,713,19
564,713,40
565,714,27
566,714,39
567,714,30
568,716,18
569,722,38
570,723,27
571,723,27
572,724,32
573,725,27
574,726,24
575,726,34
576,730,39
577,730,26
578,733,33
579,733,26
580,735,38
581,736,28
582,739,33
583,739,18
584,739,20
585,739,19
586,741,22
587,742,16
588,746,29
589,750,33
590,750,33
591,754,19
592,754,28
593,755,40
594,756,18
595,757,23
596,758,18
597,759,30
598,760,38
599,765,35
600,766,27
601,766,16
602,768,27
603,770,32
604,771,21
605,772,17
606,773,20
607,774,26
608,775,33
609,777,32
610,777,16
611,778,18
612,778,20
613,781,17
614,781,40
615,781,38
616,783,23
617,785,27
618,790,20
619,790,18
620,790,26
621,791,28
622,792,17
623,793,30
624,794,21
625,798,32
626,799,20
627,801,25
628,802,36
629,803,32
630,803,22
631,804,27
632,804,20
633,804,28
634,805,39
635,805,36
636,807,35
637,811,21
638,811,18
639,813,24
640,814,18
641,814,20
642,816,22
643,818,33
644,820,17
645,821,31
646,823,36
647,824,19
648,824,32
649,826,31
650,826,27
651,827,24
652,828,18
653,828,19
654,828,22
655,828,16
656,829,22
657,830,18
658,830,33
659,831,17
660,832,24
661,833,31
662,833,39
663,836,21
664,837,31
665,839,30
666,840,39
667,842,30
668,845,21
669,845,39
670,846,34
671,847,36
672,848,34
673,850,19
674,850,36
675,852,34
676,854,18
677,855,38
678,855,37
679,858,25
680,861,33
681,865,31
682,866,20
683,866,19
684,866,34
685,869,25
686,870,40
687,872,19
688,873,39
689,873,23
690,874,31
691,874,23
692,877,30
693,877,36
694,877,32
695,877,18
696,881,25
697,882,34
698,882,27
699,887,23
700,888,21
701,889,22
702,890,23
703,891,18
704,891,33
705,895,24
706,897,19
707,897,27
708,897,24
709,898,33
710,899,22
711,900,5
712,900,5
713,900,4
714,900,1
715,900,3
716,900,4
717,900,2
718,900,1
719,900,1
720,900,4
721,900,4
722,900,2
723,902,40
724,909,17
725,909,35
726,911,30
727,912,35
728,915,21
729,916,39
730,919,25
731,920,38
732,921,36
733,921,16
734,923,25
735,925,20
736,925,39
737,927,33
738,928,24
739,930,37
740,933,30
741,937,28
742,937,24
743,939,31
744,940,40
745,946,17
746,947,27
747,948,25
748,950,23
749,950,31
750,952,31
751,953,28
752,954,33
753,955,24
754,955,19
755,956,29
756,957,29
757,958,40
758,959,30
759,960,31
760,962,28
761,964,36
762,964,31
763,964,26
764,968,30
765,968,35
766,969,32
767,969,18
768,972,22
769,975,32
770,977,24
771,977,35
772,978,25
773,979,39
774,980,34
775,981,82
776,985,68
777,985,79
778,986,55
779,987,75
780,988,80
781,991,99
782,993,92
783,993,49
784,993,67
785,995,47
786,995,46
787,997,43
788,997,55
789,998,47
790,1003,93
791,1005,95
792,1009,67
793,1010,95
794,1011,56
795,1011,57
796,1012,42
797,1015,83
798,1015,42
799,1016,92
800,1016,99
801,1017,79
802,1018,50
803,1018,72
804,1019,73
805,1019,99
806,1020,87
807,1021,89
808,1024,95
809,1025,62
810,1025,51
811,1028,74
812,1029,60
813,1030,79
814,1030,55
815,1031,95
816,1033,52
817,1033,65
818,1034,56
819,1034,66
820,1036,41
821,1036,62
822,1036,62
823,1037,89
824,1038,80
825,1039,72
826,1041,46
827,1042,46
828,1043,96
829,1045,56
830,1045,100
831,1047,77
832,1048,78
833,1052,83
834,1052,73
835,1053,54
836,1053,95
837,1054,57
838,1057,75
839,1057,44
840,1058,65
841,1060,73
842,1063,87
843,1064,47
844,1065,99
845,1065,47
846,1070,63
847,1070,64
848,1071,86
849,1071,87
850,1072,90
851,1073,91
852,1073,65
853,1079,55
854,1079,95
855,1081,52
856,1082,67
857,1082,95
858,1082,87
859,1084,93
860,1085,83
861,1086,91
862,1087,89
863,1087,90
864,1090,60
865,1091,53
866,1096,54
867,1097,89
868,1099,69
869,1102,92
870,1106,92
871,1107,51
872,1114,82
873,1115,62
874,1115,95
875,1116,89
876,1117,68
877,1117,46
878,1119,44
879,1120,100
880,1121,61
881,1121,96
882,1122,53
883,1123,81
884,1123,88
885,1123,46
886,1124,48
887,1124,83
888,1129,55
889,1129,71
890,1130,76
891,1131,57
892,1132,46
893,1133,76
894,1133,49
895,1135,91
896,1135,77
897,1135,77
898,1136,44
899,1137,82
900,1137,42
901,1138,75
902,1139,64
903,1140,80
904,1140,93
905,1141,98
906,1142,68
907,1142,91
908,1145,91
909,1147,56
910,1148,50
911,1148,77
912,1148,54
913,1148,63
914,1150,69
915,1151,59
916,1157,65
917,1157,78
918,1158,70
919,1159,65
920,1159,47
921,1161,96
922,1162,69
923,1162,49
924,1163,125
925,1163,86
926,1165,194
927,1166,164
928,1167,175
929,1171,111
930,1172,110
931,1176,110
932,1177,181
933,1177,192
934,1179,169
935,1179,101
936,1180,152
937,1183,141
938,1187,122
939,1187,153
940,1190,157
941,1192,135
942,1192,115
943,1195,173
944,1195,169
945,1197,126
946,1198,113
947,1199,154
948,1199,104
949,1201,162
950,1203,186
951,1203,137
952,1204,147
953,1204,175
954,1207,195
955,1208,194
956,1208,127
957,1214,179
958,1217,106
959,1217,143
960,1217,147
961,1218,158
962,1219,156
963,1219,199
964,1219,141
965,1220,127
966,1221,164
967,1224,168
968,1225,159
969,1225,165
970,1225,101
971,1227,172
972,1227,166
973,1228,169
974,1229,120
975,1800,4
976,1800,1
977,1800,5
978,1800,4
979,1800,5
980,1800,3
981,2400,4
982,2400,2
983,2400,3
984,2400,4
985,2400,4
986,2400,1
987,2400,5
988,2400,2
989,2400,1
990,2400,4
991,2400,4
992,2400,2
993,2400,5
994,2400,1
995,2400,2
996,2980,4
997,2985,3
998,2990,3
999,2995,3
