PID,ArrivalTime,InstructionCount
204,277,1
205,278,11
206,278,7
207,280,6
208,280,8
209,282,6
210,283,9
211,284,14
212,285,6
213,286,8
214,286,10
215,288,13
216,291,11
217,292,6
218,293,10
219,300,5
220,300,5
221,300,1
222,300,4
223,300,2
224,300,1
225,300,4
226,300,1
227,302,15
228,302,6
229,305,10
230,308,7
231,309,14
232,309,13
233,309,10
234,309,6
235,310,11
236,313,10
237,315,11
238,316,8
239,316,8
240,318,8
241,319,12
242,321,6
243,322,6
244,322,14
245,323,8
246,324,7
247,324,12
248,326,9
249,327,11
250,328,9
251,331,10
252,332,15
253,332,13
254,339,13
255,340,6
256,341,12
257,342,10
258,343,14
259,344,6
260,344,9
261,344,9
262,345,9
263,346,10
264,346,8
265,348,10
266,348,9
267,348,9
268,349,10
269,350,9
270,351,9
271,353,6
272,353,11
273,354,9
274,357,15
275,357,15
276,358,14
277,361,7
278,361,7
279,362,14
280,363,11
281,366,12
282,366,8
283,366,13
284,367,13
285,369,8
286,370,8
287,371,12
288,371,12
289,372,14
290,372,11
291,373,6
292,374,9
293,377,12
294,379,9
295,381,6
296,382,14
297,383,8
298,383,12
299,384,7
300,388,7
301,388,8
302,388,7
303,389,14
304,391,12
305,393,11
306,394,10
307,397,10
308,398,9
309,399,11
310,402,7
311,402,13
312,402,9
313,403,7
314,404,9
315,404,12
316,406,9
317,409,13
318,410,7
319,413,8
320,415,11
321,416,11
322,416,13
323,416,13
324,417,14
325,418,14
326,421,12
327,422,7
328,422,8
329,424,14
330,426,12
331,427,11
332,427,10
333,428,8
334,431,14
335,435,6
336,437,8
337,439,15
338,439,12
339,442,10
340,442,13
341,445,6
342,446,6
343,447,14
344,447,13
345,447,12
346,448,6
347,448,10
348,451,12
349,451,8
350,452,7
351,453,6
352,456,15
353,459,10
354,460,15
355,463,9
356,465,12
357,466,12
358,466,15
359,469,14
360,469,12
361,470,7
362,471,7
363,473,10
364,474,15
365,476,15
366,477,6
367,479,12
368,482,13
369,484,15
370,484,14
371,485,12
372,485,10
373,487,11
374,488,6
375,489,7
376,491,14
377,491,14
378,491,9
379,491,9
380,494,13
381,494,12
382,498,13
383,503,9
384,507,9
385,508,6
386,512,9
387,512,6
388,513,11
389,513,9
390,514,9
391,514,13
392,515,6
393,516,10
394,516,6
395,517,10
396,521,15
397,522,6
398,523,8
399,525,15
400,526,11
401,528,10
402,528,8
403,530,9
404,530,10
405,531,9
406,532,10
407,539,10
408,541,10
409,542,8
410,542,14
411,542,12
412,545,14
413,546,10
414,547,6
415,550,6
416,551,8
417,553,7
418,554,10
419,556,7
420,557,15
421,559,11
422,561,6
423,562,9
424,564,13
425,566,11
426,568,7
427,570,6
428,570,11
429,571,14
430,580,12
431,583,6
432,584,10
433,586,15
434,586,11
435,587,12
436,590,11
437,591,6
438,591,13
439,592,13
440,594,11
441,595,6
442,595,14
443,596,15
444,597,7
445,598,9
446,599,10
447,600,6
448,601,13
449,601,12
450,602,7
451,604,14
452,604,7
453,604,9
454,606,6
455,608,7
456,612,7
457,612,8
458,614,8
459,616,10
460,616,6
461,617,9
462,617,9
463,618,7
464,619,8
465,623,10
466,623,8
467,623,12
468,624,10
469,625,8
470,626,11
471,627,11
472,628,15
473,631,7
474,632,14
475,635,6
476,636,15
477,636,14
478,637,14
479,637,14
480,638,11
481,640,6
482,640,14
483,641,14
484,642,9
485,642,13
486,644,12
487,644,14
488,645,8
489,645,8
490,646,11
491,648,8
492,652,9
493,652,11
494,655,10
495,655,8
496,659,7
497,668,12
498,669,6
499,670,10
500,670,10
501,670,13
502,671,14
503,673,6
504,677,9
505,678,15
506,678,7
507,679,8
508,681,7
509,681,15
510,682,11
511,682,14
512,684,18
513,684,13
514,684,40
515,691,27
516,691,31
517,693,20
518,693,35
519,694,40
520,695,24
521,695,28
522,696,38
523,696,26
524,700,38
525,701,24
526,701,36
527,702,18
528,703,20
529,707,28
530,712,37
531,717,36
532,717,23
533,717,24
534,717,23
535,717,32
536,720,16
537,726,16
538,726,22
539,726,37
540,727,33
541,732,25
542,733,36
543,734,23
544,737,24
545,737,23
546,737,19
547,738,28
548,739,19
549,742,22
550,742,28
551,743,20
552,744,21
553,744,19
554,744,39
555,746,31
556,746,35
557,747,21
558,749,38
559,751,33
560,751,24
561,751,19
562,752,32
563,752,21
564,753,28
565,754,38
566,755,36
567,755,32
568,756,23
569,759,28
570,759,38
571,760,23
572,761,21
573,764,16
574,766,32
575,768,27
576,769,28
577,770,19
578,770,18
579,772,29
580,773,29
581,774,16
582,774,17
583,775,35
584,778,34
585,779,38
586,781,39
587,781,37
588,782,31
589,784,21
590,784,27
591,785,31
592,785,23
593,789,19
594,789,38
595,790,30
596,792,38
597,793,25
598,793,36
599,794,29
600,796,30
601,797,34
602,798,24
603,799,36
604,800,38
605,801,22
606,806,28
607,806,18
608,807,22
609,808,33
610,809,33
611,810,19
612,810,26
613,811,36
614,813,16
615,815,21
616,815,33
617,816,30
618,816,16
619,816,22
620,817,37
621,817,26
622,817,35
623,817,24
624,817,32
625,818,19
626,818,18
627,820,35
628,823,36
629,823,37
630,824,34
631,829,17
632,831,19
633,832,19
634,833,25
635,834,37
636,835,18
637,839,40
638,841,28
639,842,18
640,842,37
641,843,38
642,844,28
643,845,39
644,847,38
645,850,32
646,851,19
647,856,40
648,857,36
649,859,22
650,860,21
651,862,21
652,865,25
653,867,24
654,868,34
655,868,19
656,870,20
657,873,37
658,873,33
659,874,33
660,874,35
661,875,38
662,877,27
663,878,27
664,878,18
665,879,33
666,881,19
667,883,32
668,883,20
669,884,20
670,885,18
671,885,25
672,885,22
673,887,35
674,888,37
675,888,19
676,889,21
677,890,33
678,891,19
679,893,20
680,894,23
681,894,34
682,896,29
683,897,27
684,897,30
685,899,26
686,900,2
687,900,4
688,900,2
689,900,2
690,900,1
691,900,1
692,900,3
693,900,1
694,900,2
695,900,4
696,900,3
697,900,3
698,902,21
699,903,23
700,903,22
701,903,39
702,907,20
703,907,17
704,907,36
705,910,16
706,910,21
707,910,24
708,911,33
709,913,27
710,913,39
711,920,32
712,920,27
713,922,27
714,922,32
715,923,20
716,924,28
717,925,23
718,927,37
719,927,22
720,929,37
721,929,39
722,929,22
723,929,17
724,929,36
725,930,35
726,931,39
727,938,22
728,939,28
729,940,28
730,940,24
731,940,16
732,941,16
733,944,36
734,945,27
735,949,32
736,950,16
737,952,25
738,952,29
739,953,28
740,953,21
741,953,16
742,956,40
743,956,26
744,956,20
745,960,40
746,962,20
747,966,20
748,968,33
749,971,26
750,971,24
751,972,30
752,973,29
753,974,37
754,975,24
755,975,17
756,977,26
757,978,22
758,979,38
759,981,38
760,983,23
761,983,23
762,984,23
763,984,19
764,985,34
765,987,32
766,988,23
767,988,38
768,993,34
769,995,36
770,995,38
771,998,24
772,999,31
773,1000,24
774,1005,34
775,1006,84
776,1006,62
777,1008,62
778,1010,43
779,1011,100
780,1014,49
781,1015,67
782,1016,43
783,1017,81
784,1018,79
785,1024,90
786,1024,66
787,1026,87
788,1028,95
789,1028,82
790,1029,43
791,1031,55
792,1031,100
793,1031,86
794,1031,54
795,1033,97
796,1034,54
797,1035,62
798,1037,100
799,1038,47
800,1038,93
801,1039,70
802,1040,63
803,1042,74
804,1042,70
805,1043,49
806,1046,81
807,1046,88
808,1047,100
809,1049,71
810,1050,98
811,1052,42
812,1052,97
813,1054,47
814,1054,86
815,1057,80
816,1057,58
817,1057,47
818,1057,57
819,1058,48
820,1059,79
821,1059,43
822,1059,69
823,1064,54
824,1065,100
825,1065,53
826,1068,45
827,1069,73
828,1069,62
829,1071,95
830,1072,59
831,1072,48
832,1073,91
833,1073,77
834,1075,47
835,1075,67
836,1075,47
837,1076,66
838,1077,47
839,1078,41
840,1079,45
841,1080,93
842,1081,94
843,1082,54
844,1082,80
845,1082,91
846,1083,80
847,1085,91
848,1086,41
849,1087,49
850,1088,75
851,1091,59
852,1091,71
853,1092,66
854,1094,48
855,1095,59
856,1097,46
857,1098,42
858,1098,46
859,1100,50
860,1102,85
861,1103,82
862,1105,90
863,1105,82
864,1105,61
865,1105,75
866,1106,69
867,1109,97
868,1109,92
869,1109,71
870,1112,43
871,1112,46
872,1114,58
873,1114,50
874,1114,69
875,1114,72
876,1114,97
877,1117,42
878,1117,48
879,1120,60
880,1121,92
881,1124,55
882,1125,59
883,1125,79
884,1126,63
885,1129,71
886,1130,76
887,1130,52
888,1132,97
889,1134,89
890,1135,95
891,1135,99
892,1138,73
893,1139,97
894,1140,49
895,1141,62
896,1144,59
897,1145,80
898,1147,61
899,1148,65
900,1149,61
901,1151,98
902,1151,80
903,1152,80
904,1152,90
905,1153,56
906,1153,56
907,1153,58
908,1158,91
909,1162,90
910,1163,89
911,1163,79
912,1165,92
913,1166,75
914,1167,97
915,1168,99
916,1169,71
917,1169,85
918,1170,61
919,1170,52
920,1170,60
921,1172,72
922,1174,44
923,1174,93
924,1175,45
925,1176,137
926,1177,129
927,1177,117
928,1178,189
929,1179,198
930,1179,147
931,1179,194
932,1179,126
933,1180,166
934,1181,126
935,1181,133
936,1181,178
937,1183,151
938,1184,198
939,1185,159
940,1190,112
941,1191,174
942,1192,155
943,1194,168
944,1195,107
945,1197,200
946,1199,195
947,1200,177
948,1200,130
949,1201,172
950,1202,123
951,1202,169
952,1206,172
953,1207,153
954,1208,113
955,1210,197
956,1214,148
957,1215,118
958,1219,140
959,1219,137
960,1219,169
961,1221,142
962,1221,162
963,1223,137
964,1224,125
965,1224,125
966,1225,175
967,1225,200
968,1227,119
969,1228,136
970,1229,142
971,1234,141
972,1235,115
973,1235,182
974,1242,192
975,1800,2
976,1800,4
977,1800,3
978,1800,2
979,1800,5
980,1800,1
981,2400,5
982,2400,5
983,2400,1
984,2400,3
985,2400,4
986,2400,1
987,2400,5
988,2400,5
989,2400,3
990,2400,4
991,2400,4
992,2400,2
993,2400,4
994,2400,5
995,2400,5
996,2980,2
997,2985,4
998,2990,1
999,2995,1
